user_message,expected_message,generated_message
"B1: Mejni prehodi Čakalna doba je na mejnih prehodih Dragonja in Gruškovje. Ovire Na pomurski avtocesti je med priključkoma Sveti Jurij ob Ščavnici in Vučja vas zaradi grbine na voznem pasu oviran promet in omejitev hitrosti na 80 km/h. Tovorni promet Jutri, med 8. in 22. uro, velja po Sloveniji omejitev prometa tovornih vozil z največjo dovoljeno maso nad 7,5 t. Delo na cesti Na severni ljubljanski obvoznici je zaradi asfaltiranja na nadvozu do predvidoma 20. 7. 2022 na priključku Podutik iz obeh smeri zaprt izvoz na Podutiško cesto. Na gorenjski avtocesti bo prihodnji teden, v noči na sredo, promet skozi predor Karavanke med 20. in 5. uro potekal izmenično enosmerno. Čakanje na prosto smer vožnje bo 30 minut.","Na pomurski avtocesti proti Lendavi je zaradi poškodovanega vozišča med priključkoma Sveti Jurij ob Ščavnici in Vučja vas hitrost omejena na 80 kilometrov na uro. Na mejnih prehodih Sečovlje in Dragonja vozniki osebnih vozil na izstop iz Slovenije čakajo do 1 uro, v Sočergi pa do pol ure.","Na mejnem prehodu Gruškovje vozniki osebnih vozil na vstop v državo čakajo 1 uro, v Gruškovju pa 1 uro."
"B1: Ovire Na primorski avtocesti je zaradi okvare tovornega vozila oviran promet med priključkom Senožeče in razcepom Nanos proti Ljubljani. Delo na cesti Popolne zapore - obvozi so urejeni: - Na primorski avtocesti je zaprt uvoz Divača proti Kopru. Več. - Na gorenjski avtocesti je na priključku Vodice zaprt uvoz proti Karavankam. - Cerknica - Rakitna, med Cerknico in Begunjami pri Cerknici, do 15. oktobra. - Ljubljana - Šentvid - Vodice, v Tacnu, do 22. 12. 2022, obvoz je možen po avtocesti med priključkoma Brod in Šmartno v obe smeri, tudi za vozila brez vinjete. - Zaradi del na italijanski strani bodo na cesti čez prelaz Predel nočne popolne zapore, do 17. 10., med 19. in 6. uro. Delovne zapore, povezave: ljubljanska severna obvoznica. Na štajerski avtocesti bo predvidoma do 26. 9. zaprt bencinski servis na počivališču Lopata proti Ljubljani.","Zaradi pokvarjenega vozila je na ljubljanski vzhodni obvoznici promet oviran pred priključkom Bizovik proti Zadobrovi. Na mejnem prehodu Obrežje vozniki tovornih vozil na vstop v državo čakajo 4 ure, v Gruškovju pa 2 uri.","Na primorski avtocesti je zaradi pokvarjenega vozila oviran promet med priključkom Logatec in priključkom Logatec proti Ljubljani. Na mejnem prehodu Gruškovje vozniki osebnih vozil na vstop v državo čakajo 1 uro, v Gruškovju pa 1 uro."
"B1: Ovire Okvara tovornega vozila na primorski avtocesti pred priključkom Senožeče proti Kopru. Zastoji Zaradi jutranje prometne konice je povečan in upočasnjen promet na mestnih obvoznicah in cestah, ki vodijo proti mestnim središčem. Zastoji so proti Ljubljani iz smeri Gorenjske in Kočevja. Vreme Ponekod po državi megla zmanjšuje vidljivost. Delo na cesti Na primorski avtocesti bo med Brezovico in Vrhniko proti Kopru zaprt vozni pas, od sobote od 17. ure do nedelje do 20. ure. Na gorenjski avtocesti bo popolna zapora med priključkoma Jesenice vzhod in Jesenice zahod proti Karavankam, v nedeljo od 9. do 15. ure. Obvoz bo po regionalni cesti. Na pomurski hitri cesti je zaprt priključek Dolga vas iz smeri Madžarske proti razcepu Dolga vas. Regionalna cesta Vrhnika - Horjul, med Veliko Ligojno in Staro Vrhniko bo zaprta do 24. aprila. Zaradi asfaltiranja je zaprta cesta Križevci - Žihlava, pri Lukavcih, predvidoma do 29. aprila. Cesta Litija - Zagorje pri Šklendrovcu, v soboto, 20. 4., ne bo zaprta. Več o delovnih zaporah v prometni napovedi.",Zaradi okvare tovornega vozila je promet oviran na na štajerski avtocesti na uvozu Krtina v smeri Ljubljane. Zaradi okvare vozila je na pomurski avtocesti zaprt vozni pas med priključkoma Vučja vas in priključkom Sveti Jurij ob Ščavnici proti Mariboru. Ponekod po državi megla v pasovih zmanjšuje vidljivost,Na primorski avtocesti je zaradi pokvarjenega vozila oviran promet med priključkom Logatec in priključkom Vrhnika proti Ljubljani. Na mejnem prehodu Gruškovje vozniki osebnih vozil na vstop v državo čakajo 1 uro.
"B1: Zastoji Na ljubljanski južni obvoznici med Centrom in Rudnikom proti Malencam. Delovne zapore Popolne zapore ta vikend: - Štajerska avtocesta bo zaprta med Vranskim in Blagovico proti Ljubljani od petka od 20. ure, do nedelje do 15. ure. - Cesta Podpeč - Brezovica bo zaprta v Notranjih Goricah pri železniškem podvozu od sobote od 7. ure do nedelje do 22. ure. Dolenjska avtocesta bo med Šmarjem Sapom in Malencami proti Ljubljani zaprta v nočeh na sredo, četrtek in petek med 22. in 4. uro, vsak teden do 22. novembra. Več o delovnih zaporah v prometni napovedi.",Zaradi predmeta na vozišču je na štajerski avtocesti proti Ljubljani promet oviran med priključkoma Slovenska Bistrica-sever in Slovenska Bistrica-jug. Na dolenjski avtocesti proti Ljubljani je zaradi pokvarjenega vozila zaprt pas za počasna vozila med priključkoma Višnja Gora in Grosuplje-vzhod. Zaradi del je zastoj na južni ljubljanski obvoznici med priključkoma Vič in Rudnik proti Dolenjski.,"Na primorski avtocesti proti Ljubljani je zaradi pokvarjenega vozila oviran promet med priključkom Brezovica in priključkom Brezovica. Na mejnem prehodu Gruškovje vozniki osebnih vozil na vstop v državo čakajo 1 uro, v Obrežju pa 1 uro."
"B1: Vreme Zaradi močnega vetra v osrednji Sloveniji, na severno Primorskem, Notranjskem in na Gorenjskem so na vozišču lahko podrta drevesa, polomljene veje in drugi predmeti, zato vozite previdno. Cesta čez prelaz Vršič je zaprta. Zaradi poplavljenega vozišča je zaprta cesta Grgelj - Fara. Delo na cesti Na gorenjski avtocesti bo skozi predor Karavanke promet potekal izmenično enosmerno 5., 6., 13. in 14. decembra, vsak dan med 8. in 16. uro. Cesta Ribnica - Brezno bo do 3. decembra zaprta pri Podvelki, na mostu čez Dravo. Več o delovnih zaporah v prometni napovedi.","Ponekod po državi je promet oviran zaradi močnega vetra, ki podira drevje na ceste. Voznikom svetujemo, da tam prilagodijo hitrost vožnje. Zaradi prometne nesreče je na dolenjski avtocesti zaprt prehitevalni pas med izvozom in uvozom Višnja Gora proti Obrežju.",Zaradi prometne nesreče je na štajerski avtocesti med priključkoma Celje-center in Celje-center zaprt vozni pas proti Mariboru. Na mejnem prehodu Gruškovje vozniki osebnih vozil na vstop v državo čakajo 1 uro.
"B1: Nesreče Na štajerski avtocesti je zaprt vozni pas pred Framom proti Mariboru. Nastal je zastoj. Na zahodni ljubljanski obvoznici je oviran promet med priključkom Brdo in razcepom Koseze proti Gorenjski. Vreme Zaradi megle je ponekod po Sloveniji zmanjšana vidljivost. Vozite previdno. Delo na cesti Na gorenjski avtocesti med Brezjami in Lescami je promet urejen dvosmerno po eni polovici avtoceste. Iz smeri Karavank proti Ljubljani je zaprt izvoz Brezje. Več. Na dolenjski avtocesti je zaprt bencinski servis Podsmreka do 31. oktobra. Zaprta počivališča: - Na štajerski avtocesti bosta do 30. 4. 2023 zaprta počivališča Polskava in Zima proti Ljubljani. - Na gorenjski avtocesti bo do 17. 4. 2023 zaprto počivališče Povodje proti Ljubljani. Cesta Šempeter - Dornberk bo zaprta pri Volčji Dragi od srede, 19. 10. od 8. ure, do 20. 2. 2023. Cesta Ajdovščina - Predmeja bo zaradi asfaltiranja zaprta od srede, 19. 10. od 8. ure, do 22. 10. do 17. ure. Na cesti Kalce - Col bodo med Hrušico in Colom, od 7. do 15. ure, občasne 60 minutne popolne zapore. Več o delovnih zaporah, prometna napoved. Prireditve Na gorenjski avtocesti bo predor Karavanke danes, od 19.30 do polnoči, zaradi vaje zaprt v obe smeri. Obvoz za osebna vozila bo preko prelazov Ljubelj ali Korensko sedlo.",nan,Zaradi del je na štajerski avtocesti zaprt izvoz Maribor-zahod proti Ljubljani. Na mejnem prehodu Gruškovje vozniki osebnih vozil na vstop v državo čakajo do 2 uri.
"B1: Nesreče Na dolenjski avtocesti sta zaprta vozni in prehitevalni pas med Ivančno Gorico in Bičem proti Novemu mestu. Nastal je zastoj, zamuda 15 minut. Zastoji Proti Primorski: - Na zahodni ljubljanski obvoznici med Kosezami in Kozarjami, zamuda do 20 minut. - Na južni ljubljanski obvoznici od Viča do Brezovice, zamuda do 10 minut. - Na primorski avtocesti med Kozarjami in Vrhniko, zamuda do 20 minut. - Na primorski avtocesti med Bertoki in Koprom, zamuda 10 minut. Na primorski avtocesti med Uncem in Brezovico na posameznih odsekih proti Ljubljani, zamuda 20 - 30 minut. Na podravski avtocesti med počivališčem Podlehnik in mejnim prehodom Gruškovje proti Hrvaški, 4 kilometre. Zaradi zastoja je zaprt izvoz Lancova vas iz smeri Maribora. Na avstrijski strani predora Karavanke proti Sloveniji, 2 kilometra in pol. Zaradi varnosti predor proti Sloveniji občasno zapirajo. Na gorenjski avtocesti pred predorom Karavanke proti Avstriji, 3 kilometre. Proti Kranjski Gori vozniki lahko uporabijo izvoz Lipce. Na cestah pred mejnimi prehodi Sečovlje, Dragonja. V vsakem zastoju vzpostavite reševalni pas! Mejni prehodi Čakalna doba je na mejnih prehodih Sečovlje, Dragonja, Sočerga, Rakitovec, Starod, Jelšane, Petrina, Vinica, Dobovec, Gruškovje. Tovorni promet Danes do 16. ure na primorskih cestah velja omejitev prometa tovornih vozil, katerih največja dovoljena masa presega 7,5 tone. Delo na cesti Na primorski avtocesti je zaradi odprave posledic neurja zaprt počasni pas pred priključkom Brezovica proti Kopru. Tekom dneva je možna tudi zapora voznega pasu, pričakujemo zastoje. Na severni ljubljanski obvoznici: - Med priključkoma Ljubljana sever in Industrijska cona Šiška promet v vsako smer poteka po dveh zoženih pasovih. Več. - Na nadvozu do predvidoma 20. 7. 2022 na priključku Podutik iz obeh smeri zaprt izvoz na Podutiško cesto. - Zaprt je izvoz Nove Jarše iz smeri Zadobrove do 28. avgusta. Do 31. avgusta bodo potekala dela na gorenjski avtocesti pri priključku Vodice. V tem času bo večkrat zaprt tudi sam priključek proti Karavankam. Za več informacij. Bivša hitra cesta skozi Maribor je zaradi del zaprta na nadvozu Melje v obe smeri. Promet je v obe smeri preusmerjen čez priključek Maribor center, do sredine avgusta 2022. Izredni prevozi na tem odseku proti Pesnici niso možni. Podpeč - Ig, na Jezeru, bo zaprta od sobote od 7. ure, do nedelje do 21. ure. Prireditve Ta konec tedna so v Laškem predvidene popolne zapore nekaterih cest. Več.","Na primorski avtocesti proti Ljubljani je zaradi prometne nesreče zaprt prehitevalni pas med Vrhniko in Brezovico. Nastal je več kilometrov dolg zastoj.
V nasprotni smeri, torej proti Kopru, pa je zaradi pokvarjenega vozila zaprt prehitevalni pas med priključkom Unec in počivališčem Ravbarkomanda proti Kopru. Tudi tam je zastoj. Promet je močno povečan še:
-	na zahodni ljubljanski obvoznici od Kosez proti Kozarjam ter na južni obvoznici od Viča proti Brezovici,
-	na primorski avtocesti od razcepa Kozarje proti Vrhniki,
-	na podravski avtocesti proti Hrvaški med počivališčem Podlehnik in mejnim prehodom Gruškovje, kjer je zaprt izvoz Lancova vas, 
-	pred predorom Karavanke v obe smeri ter 
-	na cestah Šmarje-Koper in Lesce-Bled. V Gruškovju in Starodu vozniki osebnih vozil na izstop iz države čakajo več kot 2 uri, na vstop pa do 1 uro. V Sečovljah, Sočergi in na Dragonji je čakalna doba pri izstopu do pol ure, pri vstopu pa več kot 2 uri. Promet je zgoščen tudi v Jelšanah v obe smeri, v Dobovcu in Vinici pa samo pri izstopu iz Slovenije.",Generation failed
"B1: Zastoji Na primorski avtocesti na posameznih odsekih med priključkom Logatec in razcepom Kozarje proti Ljubljani, zamuda 15 - 20 minut. Na gorenjski avtocesti na posameznih odsekih med Hrušico in počivališčem Radovljica proti Ljubljani, zamuda 5 - 10 minut. Na štajerski avtocesti pred delovno zaporo pred razcepom Dragučova proti Mariboru, zamuda 10 minut. Na pomurski avtocesti pred delovno zaporo pred razcepom Dragučova proti Mariboru, zamuda 5 minut. Na cesti Lesce - Bled. Ovire Okvara vozila, oviran promet: - na dolenjski avtocesti med predoroma Debeli hrib in Mali Vrh proti Novemu mestu; - na primorski avtocesti med priključkoma Logatec in Vrhnika proti Ljubljani. Tovorni promet Omejitev prometa tovornih vozil, katerih največja dovoljena masa presega 7,5 t zaradi velikonočnih praznikov, velja: - danes med 14. in 22. uro; - v nedeljo, 9. in v ponedeljek, 10. aprila, med 8. in 22. uro. V soboto, 8. aprila, omejitve ni. Opozorila Zaradi praznikov pričakujemo povečan promet iz smeri Avstrije proti Hrvaški in iz smeri Italije proti Ljubljani in naprej proti Madžarski. Več v prometni napovedi Delo na cesti Pripravljalna dela, v obe smeri: - na gorenjski avtocesti med galerijo Moste in Podtaborom; - na dolenjski avtocesti med Ivančno Gorico in Bičem. Več o delovnih zaporah v prometni napovedi.","Na primorski avtocesti je upočasnjen promet na nekaterih odsekih  od Vrhnike  proti Ljubljani. Čas potovanja se tam podaljša za približno 20 minut.
Na južni ljubljanski obvoznici je proti razcepu Kozarje obtičalo pokvarjeno vozilo na izvozu Ljubljana - zahod.
Na pomurski je zaradi del zastoj  pred delovno zaporo pred razcepom Dragučova proti Mariboru in proti Lendavi..","Na primorski avtocesti proti Ljubljani je zaradi pokvarjenega vozila oviran promet med priključkom Logatec in priključkom Logatec. Na mejnem prehodu Gruškovje vozniki osebnih vozil na vstop v državo čakajo 1 uro, v Obrežju pa 1 uro."
"B1: Nesreče Na primorski avtocesti za Brezovico so odstranili posledice nesreče proti Kopru. Še vedno je zastoj do Viča in Brda. Zastoj je tudi na vzporedni regionalni cesti. Zaprta cesta Lenart - Gornja Radgona pri Spodnjem Porčiču. Mejni prehodi Čakalna doba je na Gruškovju. Delo na cesti Sobota: - Na dolenjski avtocesti zaprt uvoz Novo mesto vzhod proti Obrežju. Obvoz je preko priključka Novo mesto zahod. - Zaprta je cesta Dolenje Kronovo - Dobrava, v Družinski vasi, do 19. ure. Jurklošter - Dežno bo na mostu pri Marijini vasi zaprta do nedelje, do 17. ure. Zaradi vaje v predoru Golo Rebro bo v nedeljo, 22. 5. 2022, od 6. do 13. ure zaprta štajerska avtocesta v obe smeri. Proti Ljubljani med priključkoma Slovenske Konjice in Dramlje, proti Mariboru pa med Celjem center in Slovenskimi Konjicami, v tej smeri bosta zaprta tudi priključka Celje vzhod in Dramlje. Obvoz bo urejen po regionalni cesti Slovenske Konjice - Vojnik - Celje v obe smeri. Na primorski avtocesti bo do 24. junija zaradi gradnje obvoznice na Vrhniki zaprt izvoz Vrhnika iz smeri Kopra. Obvoz je preko priključka Logatec. Prireditve Sobota, popolne zapore: - Maraton treh src, območje Gornje Radgone - Radencev - Murske Sobote do 18:30. Nedelja: - Kolesarska prireditev bo potekala na področju treh občin Cerklje, Komenda in Kamnik","Na primorski avtocesti proti Kopru je med priključkoma Brezovica in Vrhnika oviran promet zaradi dveh prometnih nesreč, nastal je zastoj do razcepa Kozarje. Voznike v zastoju opozarjamo, naj se pravilno razvrstijo in pustijo prosto pot za intervencijska vozila, vozniki, ki vozijo proti Ljubljani pa naj si ne ogledujejo nesreče. Zgoščen promet je tudi na koncu izolske obvoznice proti Portorožu. Na mejnem prehodu Gruškovje vozniki osebnih vozil na izstop iz države čakajo do 2 uri, na Obrežju, v Starodu ter v Slovenski vasi pa pol ure.",Zaradi prometne nesreče je na primorski avtocesti zaprt vozni pas med priključkom Logatec in priključkom Logatec proti Ljubljani. Na mejnem prehodu Gruškovje vozniki osebnih vozil na vstop v državo čakajo do 2 uri.
"B1: Ovire Okvara tovornega vozila na ljubljanski južni obvoznici na izvozu Ljubljana jug, pred križiščem z Dolenjsko cesto. Vreme Ponekod po državi megla zmanjšuje vidljivost. Delovne zapore Popolne zapore: - Dolenjska avtocesta bo med Šmarjem Sapom in Malencami proti Ljubljani zaprta v nočeh na sredo, četrtek in petek med 5. in 22. novembrom, med 22. in 4. uro. - Cesta Mokronog - Boštanj bo zaprta med Spodnjimi Vodalami in Gabrjem do 13. novembra zaradi asfaltiranja. - Do 15. decembra bo zaprta cesta Koprivna - Sleme na Koroškem, popravilo vozišča. - Štajerska avtocesta bo zaprta med Vranskim in Blagovico proti Ljubljani od petka od 20. ure, do nedelje do 15. ure. Več o delovnih zaporah v prometni napovedi.",Na štajerski avtocesti proti Ljubljani je zaradi pokvarjenega vozila promet oviran med priključkoma Slovenska Bistrica-jug in Slovenske Konjice. Zaradi del je zastoj na južni ljubljanski obvoznici med Rudnikom in Centrom proti Primorski.,"Na primorski avtocesti proti Ljubljani je zaradi pokvarjenega vozila oviran promet med priključkom Črni Kal in priključkom Črni Kal. Na mejnem prehodu Gruškovje vozniki osebnih vozil na vstop v državo čakajo 1 uro, v Gruškovju pa 1 uro."
